sample_id,clause_text,toxic_clause_type,risk_level,clause_type,legal_basis,safe_counter_clause,rationale,source_page,source_kind,label_json
J043,"임차인의 고의·과실로 인한 파손은 임차인이 부담한다. 단, 임대인이 지정한 업체를 통해서만 수리하여야 한다.",특약사항,중간,혼합,"민법 제623조, 제654조",귀책 파손 부담은 정상이나 업체 지정 강제는 과도한 제한이 될 수 있다.,책임 귀속은 타당하지만 업체 선택권까지 제한해 임차인 부담을 키운다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""특약사항"", ""risk_level"": ""중간"", ""clause_type"": ""혼합"", ""legal_basis"": ""민법 제623조, 제654조"", ""rationale"": ""책임 귀속은 타당하지만 업체 선택권까지 제한해 임차인 부담을 키운다.""}"
J044,"전대는 임대인의 동의를 받아야 한다. 단, 위반 시 위약금은 월차임 1개월분으로 정한다.",특약사항,낮음,정상,민법 제629조,전대 제한은 가능하고 제재도 과도하지 않게 설정한다.,전대 제한과 위약금 수준이 비교적 합리적인 범위에 있다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""특약사항"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""민법 제629조"", ""rationale"": ""전대 제한과 위약금 수준이 비교적 합리적인 범위에 있다.""}"
J045,임대인은 확정일자 부여에 필요한 계약서 원본 확인과 주민센터 제출 절차에 협조한다.,없음,낮음,정상,"주택임대차보호법 제3조, 제3조의2",확정일자 취득 협조,임차인의 우선변제권 확보를 돕는 전형적인 보호 조항이다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2"", ""rationale"": ""임차인의 우선변제권 확보를 돕는 전형적인 보호 조항이다.""}"
J046,"계약 체결 전 임대인은 등기부등본과 건축물대장 확인에 필요한 정보를 제공하며, 확인 결과 중대한 하자가 있으면 임차인은 계약을 재검토할 수 있다.",없음,낮음,정상,"주택임대차보호법 제3조의2, 공공데이터 활용 가이드",권리관계 확인 협조와 재검토 권한,사전 정보 확인 권한을 보장해 위험 계약 체결 가능성을 낮춘다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""주택임대차보호법 제3조의2, 공공데이터 활용 가이드"", ""rationale"": ""사전 정보 확인 권한을 보장해 위험 계약 체결 가능성을 낮춘다.""}"
J047,"임대인은 세입자 보호를 위해 계약기간 중 보증금 반환 재원을 유지하고, 권리관계에 중대한 변경이 생기면 즉시 통지한다.",없음,낮음,정상,"주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드",보증금 반환 재원 유지와 즉시 통지,권리관계 변동과 보증금 회수 위험을 미리 알릴 수 있게 해 준다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드"", ""rationale"": ""권리관계 변동과 보증금 회수 위험을 미리 알릴 수 있게 해 준다.""}"
J048,"임대인은 임차인의 동의 없이 보증금 반환채권에 불리한 담보 설정을 하지 않으며, 불가피한 경우 보증보험 가입이 가능한 수준으로 제한한다.",없음,낮음,정상,"주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드",담보 설정 제한과 보증보험 가능성 유지,추가 담보권이 임차인 보호 수준을 해치지 않도록 제한한다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드"", ""rationale"": ""추가 담보권이 임차인 보호 수준을 해치지 않도록 제한한다.""}"
J049,"임대차 종료 시 임대인은 반환 보증금, 공제 내역, 정산 사유를 서면으로 명확히 고지한다.",없음,낮음,정상,"주택임대차보호법 제3조의2, 민법 제390조",정산 내역 서면 고지,정산 과정의 불투명성을 줄여 보증금 분쟁 예방에 도움이 된다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""주택임대차보호법 제3조의2, 민법 제390조"", ""rationale"": ""정산 과정의 불투명성을 줄여 보증금 분쟁 예방에 도움이 된다.""}"
J050,"임차인은 계약 종료 시 통상 사용에 따른 마모를 제외하고 인도하며, 임대인은 이를 이유로 보증금 반환을 과도하게 지연하지 않는다.",없음,낮음,정상,"민법 제623조, 주택임대차보호법 제3조의2",통상 손모 제외와 과도한 반환 지연 금지,원상복구와 보증금 반환의 균형을 맞춘 정상 조항이다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""없음"", ""risk_level"": ""낮음"", ""clause_type"": ""정상"", ""legal_basis"": ""민법 제623조, 주택임대차보호법 제3조의2"", ""rationale"": ""원상복구와 보증금 반환의 균형을 맞춘 정상 조항이다.""}"
J051,임차인이 입주 전 확정일자를 취득하더라도 임대인의 요청이 있으면 전입신고는 추후 진행할 수 있다.,특약사항,중간,혼합,"주택임대차보호법 제3조, 제3조의2",확정일자 취득은 정상 요소이나 전입신고 지연 허용은 대항력 취득을 미룬다.,형식상 보호 조치를 말하지만 핵심 권리 취득을 늦추게 할 수 있다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""특약사항"", ""risk_level"": ""중간"", ""clause_type"": ""혼합"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2"", ""rationale"": ""형식상 보호 조치를 말하지만 핵심 권리 취득을 늦추게 할 수 있다.""}"
J052,"임대인은 임차인의 동의 없이 계약기간 중 담보권을 설정하지 않는다. 단, 기존 대출의 대환을 위한 범위에서는 예외로 한다.",근저당 특약,중간,혼합,"주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드",원칙은 안전하나 예외 범위가 넓으면 선순위 위험이 다시 발생할 수 있다.,안전 조항을 두면서도 예외를 넓게 열어두면 해석상 위험이 생긴다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""근저당 특약"", ""risk_level"": ""중간"", ""clause_type"": ""혼합"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드"", ""rationale"": ""안전 조항을 두면서도 예외를 넓게 열어두면 해석상 위험이 생긴다.""}"
J053,임대인은 구조적 수선을 부담한다. 다만 사용연한이 지난 설비의 교체는 임차인이 일부 분담할 수 있다.,수리비 세입자 부담,중간,혼합,민법 제623조,수선 의무는 정상이나 설비 교체 분담 문구는 임차인에게 불리하게 확장될 수 있다.,책임 원칙은 맞지만 설비 교체 예외가 비용 전가로 이어질 수 있다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""수리비 세입자 부담"", ""risk_level"": ""중간"", ""clause_type"": ""혼합"", ""legal_basis"": ""민법 제623조"", ""rationale"": ""책임 원칙은 맞지만 설비 교체 예외가 비용 전가로 이어질 수 있다.""}"
J054,"임대인은 계약 만료 시 보증금을 반환한다. 단, 세금 체납 정리 절차가 완료될 때까지 일부 반환을 보류할 수 있다.",전세금 반환 지연 면책,높음,독소,주택임대차보호법 제3조의2,보증금 반환은 임대인의 내부 사정과 무관하게 계약 종료 시 이행되어야 한다.,임대인의 내부 사정을 이유로 반환 의무를 미루는 조항이다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""전세금 반환 지연 면책"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""주택임대차보호법 제3조의2"", ""rationale"": ""임대인의 내부 사정을 이유로 반환 의무를 미루는 조항이다.""}"
J055,임차인이 갱신 의사를 밝히더라도 임대인은 시장 상황에 따라 자유롭게 재계약 여부를 결정할 수 있다.,묵시적 갱신 거부,높음,독소,주택임대차보호법 제6조의3,임대인의 갱신 거절은 법정 사유와 기한을 충족하는 경우에만 제한적으로 가능하다.,법정 제한 없이 임대인에게 갱신 거절 재량을 과도하게 부여한다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""묵시적 갱신 거부"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""주택임대차보호법 제6조의3"", ""rationale"": ""법정 제한 없이 임대인에게 갱신 거절 재량을 과도하게 부여한다.""}"
J056,임대인은 계약기간 중 건물 관리상 필요가 있으면 언제든지 임차인에게 퇴거를 요구할 수 있다.,임대인 일방 해지,높음,독소,주택임대차보호법 제4조,계약기간 중 퇴거 요구는 임차인의 중대한 채무불이행 등 법률상 사유가 있는 경우에만 가능하다.,포괄적인 관리상 필요를 이유로 중도해지를 허용한다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""임대인 일방 해지"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""주택임대차보호법 제4조"", ""rationale"": ""포괄적인 관리상 필요를 이유로 중도해지를 허용한다.""}"
J057,"보일러, 수도배관, 전기배선의 고장 수리비는 원인과 무관하게 임차인이 부담한다.",수리비 세입자 부담,높음,독소,민법 제623조,"구조·설비 하자는 임대인이 수리하고, 임차인의 고의·과실이 있는 경우에만 예외적으로 임차인이 부담한다.",핵심 설비 수리비를 일괄적으로 임차인에게 전가한다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""수리비 세입자 부담"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""민법 제623조"", ""rationale"": ""핵심 설비 수리비를 일괄적으로 임차인에게 전가한다.""}"
J058,임대인은 기존 담보권 외에 추가 대출이 필요한 경우 임차인의 동의와 관계없이 근저당을 설정할 수 있다.,근저당 특약,높음,독소,"주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드",추가 담보권 설정은 임차인의 보증금 회수 가능성을 해치지 않는 범위에서 제한되어야 한다.,임차인의 동의 없이 추가 근저당을 허용해 후순위 위험을 높인다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""근저당 특약"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""주택임대차보호법 제3조, 제3조의2; HUG 안심전세 가이드"", ""rationale"": ""임차인의 동의 없이 추가 근저당을 허용해 후순위 위험을 높인다.""}"
J059,"임차인은 임대인이 지정한 이사 업체와 원상복구 업체를 이용하여야 하며, 비용 차이에 대해 이의를 제기할 수 없다.",특약사항,높음,독소,"민법 제615조, 제654조","원상복구는 실제 손상 범위에 한정되고, 업체 선택은 임차인에게 과도하게 강제되어서는 안 된다.",지정 업체 사용과 이의제기 금지를 결합해 임차인에게 과도한 부담을 준다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""특약사항"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""민법 제615조, 제654조"", ""rationale"": ""지정 업체 사용과 이의제기 금지를 결합해 임차인에게 과도한 부담을 준다.""}"
J060,임대인은 임차인이 계약 종료 후 즉시 퇴거하지 않으면 보증금 전액을 몰취할 수 있다.,전세금 반환 지연 면책,높음,독소,"주택임대차보호법 제3조의2, 민법 제398조",보증금은 원칙적으로 반환되어야 하며 손해배상은 실제 손해 범위와 별도 판단 대상이다.,보증금 전액 몰취는 반환 의무를 부당하게 배제하는 과도한 제재다.,augmented,synthetic_augmented,"{""toxic_clause_type"": ""전세금 반환 지연 면책"", ""risk_level"": ""높음"", ""clause_type"": ""독소"", ""legal_basis"": ""주택임대차보호법 제3조의2, 민법 제398조"", ""rationale"": ""보증금 전액 몰취는 반환 의무를 부당하게 배제하는 과도한 제재다.""}"
